textID,text,selected_text,sentiment,label
3fcea4debc, which case? i got a new one last week and i`m not thrilled at all with mine. ,d I`m not thrilled at all with mine.,negative,0
a3ae670885, then you should check out  http://twittersucks.com  and connect with other tweedle who hate twitter ,Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral,1
15d5f3a41b," also bored at school, its my third (  ) ","also bored at school, its my third freelesson( freistunde )",neutral,1
3c4a21b2cb, he... both of us i guess... ,hm... Both of us I guess...,neutral,1
11084dac09, it is ****...you have disappointed me that past few days ,it is ****...u have dissappointed me that past few days,negative,0
d8ba2a99a9, romance zero is funny ,romance zero is funny,positive,2
e77fd45003, i`d rather do the early run..but i am a morning runner ,I`d rather do the early run..but I am a morning runner,neutral,1
b159318d76,bah a coworker ran into work late and her bag smacked into my knee  it really hurts now ,hurts,negative,0
6086b1f016,will be back later.   http://plurk.com/p/rp3k7 ,will be back later.,neutral,1
703afdc44b,aw. torn ace of hearts  #hunchback ,Torn ace of hearts,negative,0
90f3d2b572, what fun are you speaking of? ,what fun are you speaking of?,neutral,1
52483f7da8,"i lost all my friends, i`m alone and sleepy..i want to go home ","i lost all my friends, i`m alone and sleepy..",negative,0
a4b0888da6, haha yes ,haha yes,neutral,1
2a9765b7f9,i give in to easily ,I give in to easily,negative,0
90a2cdb657,what better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? our wine was a red ,favorite,positive,2
98f25bc596,manner..... _ got an iphone!!! i am jealous....   http://bit.ly/ngnar ,jealous..,negative,0
23e1f7dca4,is at a photoshoot. ,Is at a photoshoot.,neutral,1
95e12b1cb1,  he`s awesome... have you worked with him before? he`s a good friend. ,s awesome,positive,2
c34feef039,yay playing a show tonight! boo it`s going to soggy and i`m at work right before playing ,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,neutral,1
fa2654e730,chilling ,Chilliin,positive,2
187494c25b," if you know such agent, do let me know ","If you know such agent, do let me know",neutral,1
4213627c3c,i still smell of smoke  #kitchenware ,I still smell of smoke  #kitchenfire,neutral,1
a4e00d4d26, a celtics-lakers rematch sounds better don`t you think? laughing out loud ,better,positive,2
04e2e334de,"anyone have an extra kane ticket? i promise to buy you a drink and take rad pics for your facebook / blog / flick., and so on ","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",neutral,1
0c4aa867d0,"you can ride one, you can catch one, but its not summer today i learned you pop open one  ? ","'you can ride one, you can catch one, but its not summer til you pop open one'  ?",neutral,1
a6c61eac26, she is good! so gor-jug yea i kno i asked her yesterday when we were at tha hospital if she talked to you and she said no ,she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,neutral,1
94bd67443c,ok - i`m out of here for now. just popped in to say hi and check on things. i`all probably head to the gotta later on tonight ,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,neutral,1
35f393a245,"wow, i am really missing the fam(i love you) today. baddy. ",BADDD.,negative,0
b2c9f115b1, my sources say no ,My sources say no,neutral,1
0a61cbf4b5,i am sooo tired ,I am sooo tired,negative,0
ee9ec7a5a4," hey, you change your twitter account, and you didn`t even tell me... ","Hey, you change your twitter account, and you didn`t even tell me...",neutral,1
bbbc46889b, thank ! ,THANK YYYYYYYYYOOOOOOOOOOUUUUU!,positive,2
58d382e07a, lucky kid...i so want to see   pity i am in oz.... ,lucky,positive,2
cb4d439ebc,fell asleep waiting for my ride! ,fell asleep waiting for my ride!,neutral,1
64ed512788,sick. with a flu like thing. ,Sick.,negative,0
4cd390c007,"still no reply from  about my  problem  so no rape parody video until i get a response, sorry guys ",", sorry guys",negative,0
3d2fcd78c8,happy star wars day everyone! and enjoy the holiday (uk) ,Happy Star Wars day everyone! and Enjoy the holiday (UK),positive,2
0c0563423e, miles from you   i`m in essex so give me plenty of warning so i can arrive in time to get at least one of those free beers. ,Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,neutral,1
cd0d522bb1,"his snoring is so annoying n it keeps me from sleeping (like right now, laughing out loud) but i honestly mud miss it if it eva left  i love him. ","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",neutral,1
bffa3ddd61,i miss you by      wish you were going tomorrow to make me do good. ,i miss you bby,negative,0
9339ee8e0b, well what i am working on isn`t quite ready to post about publicly (still beta testing) but its a cool new script i coded ,cool,positive,2
a76f9cf8ce, sweetest - san fran is awesome!!!!  love it there ,Love it there,positive,2
4ce121e2ad,_bounce yes and it lasts way past my bedtime! ,_Mounce yes and it lasts way past my bedtime!,neutral,1
a3de81e1ba, hi  how are you doing ???  *just joined twitter...* ,Hi  how are you doing ???  *just joined twitter...,neutral,1
55bacda5eb,waiting for sleeping pills to kick in... going to be so tired at work tomorrow ,tired,negative,0
b63ed6da62,eating ice cream and then getting ready for graduation. ,eating ice cream and then getting ready for graduation.,neutral,1
4c41a35a2a,happy mothers day to all you mums out there ,Happy Mothers day to all you Mums out there,positive,2
61a8e11e8a," casey`s gone?!?! but why?! so, she riddled a little on the carpet. she`s probably freaked because it`s new. can we get her back? ",freaked,negative,0
447dc22c81, hemp cloth is marvelous but unfortunately no ,unfortunately,negative,0
3408db03a3,going to read a story about adam lambert online then bed. nighty night ,Gonna read a story bout adam lambert online then bed. Nighty night,neutral,1
92e1b6846e, we saw that in none 3d - the baddie`s the best ,best,positive,2
2207d982bc,4am. and i am on the beach. pretty ,Pretty,positive,2
15e01e1749," certainly not cheers than, huh? ","Certainly not Cheers than, huh?",neutral,1
ebcdf07ac5,"1 week post , traumatic jumping holla accident.'-holla`s next dirty trick:pieces are starting to emerge from my hand! ouch! ","horrible,",negative,0
fd9fb4f1ad,i really wanted to go out because its so nice but everybodys busy ,busy,negative,0
6b018d3d2d, awesome.  i`m down in ocean beach (if you know where that is.) by the way.  i`m a re-al big fan of you-is. ,Awesome.,positive,2
327a009a7d,at least i get to watch over time  let`s go pens!! ,at least I get to watch over time  Let`s go Pens!!,neutral,1
d0d3c6f298, cool i wear black most of the time when i go out ,cool i wear black most of the time when i go out,neutral,1
40649553ef, haha i do not know how to work blip apart from the obvious! thanks for  my song  have a nice day **** ,thanks,positive,2
561b44a42f, have a safe trip josh poo.......you`all knock them dead at your speech ,safe,positive,2
a05aea73d7," woof, i wish i was allowed to go ",I wish I was allowed to go,positive,2
9c4817f73b,if you have a friendlier add me!!!!!!!!!        my email dress      add me  loco_crime_1it.com        add me leave some comment ,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,neutral,1
f0c1601d8b,  has tickets.......? ,has tickets.......?,neutral,1
d421fbd332,"thank you, afraid nasal spray! also, i got a giant teacup tonight! ","Thank you,",positive,2
99b7ec4b0b, as. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes? ,ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,neutral,1
a655fbb5eb,"aww, i love my daddy! he works 7 days a week almost all day and still tries to go to of with all of us ",I love my,positive,2
43e9a93104,so many tests today  i don`t feel confident about any. ,I don`t feel confident,negative,0
401869d615,graduation is done  i am a little sad.. anyone want to hang out??? ,sad.,negative,0
9843c4688e, haha your awesome ! ,hahaa your awesomee !,positive,2
87fbf14655,holy smokes! star trek was freaking  ,awesomeeeee,positive,2
22d1806fa0,"i hate fallout 3 it keeps making me jump, i`m also low on health, money, ammo and food  don`t worry i`all get through it. ","I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",neutral,1
9d2cffd953," i had it! on my itunes, but then i lost all my songs. ","I had it! On my itunes, but then I lost all my songs.",neutral,1
f78761f7ec,what`s with the gloomy weather? the sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha ,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral,1
66057d58c2,"not looking forward to next week: maths, geography, english and french exams, totalling 7 hours ",Not looking forward,negative,0
af90ad5989," poor you  get outside and sleep in the garden, the sun will do you good. but don`t forget scream!!! ",Poor you,negative,0
f0460d611d,not well ,not well,negative,0
6649f3558c, not a prob hun ,Not a prob,positive,2
24532ab83c,"at dads, watching some mav and am going on sims2 in a minutes ","at dads, watching some mtv and am going on sims2 in a minutee",neutral,1
8e1583cb08, absolutely ,Absolutely,neutral,1
4ea61dbc7a, what`s the matter chickadee? ,what`s the matter chickadee?,neutral,1
94f67cfa6d, hey mia!  totally adore your music.  when will your ad be out? ,y adore,positive,2
29dfaf5e3b,"shopping. cleaning. being. webcam chatting with nephews. nothing sesh, but a good bank holiday monday nonetheless ",good,positive,2
974b35f889, =o you need to ask him something? laugh my ass off i love him too ,I love him too,positive,2
b495300bbf, those splinters look very painful...but you were being very heroic saving mister. pickle ,painful.,negative,0
504539e6ec, why are you sad? ,sad?,negative,0
6903cb08f2, nice to see you tweeting!  it`s sunday 10the may and we`re celebrating mother`s day here today. so be nice to yer mom ,e nice,positive,2
1996048e7a,decided 2 trans from relaxed 2 natural hair but i wish my whole head looked like my roots.  age of the instant gratification.... ,i wish,positive,2
c6d0c7676c,  & namaste r both the same. marathon people say ! its a marathon word.... should i ? ... ! ,Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,neutral,1
ef74bab7f3," congrats!  i cuss like that in a matter of minutes, but didn`t know until now there is a reward for it. ","Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",neutral,1
f3cf8ec01b,humour and dorian`s.... oh yes ,Humous and Dorito`s.... Oh yes,neutral,1
cb1b0d191d,"missed all the awesome weather, because she was in a movie! ","missed all the awesome weather,",negative,0
3e67a75303,today is going to be a normal day for i hope. we had a group of pilots from a large airline come in last night so it was too much drink ,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,neutral,1
997a62f83f,"these kids are terrible! if i was in good evans, i`d call childlike ",terrible!,negative,0
7e1757d4f0,"unfortunately,  no longer fly to copenhagen so we`re have to fly  to billing and drive up to copenhagen one of the days! ","Unfortunatley,",negative,0
254546cd2c," what`s sad is that i actually had to google that term. that sucks, though. ","That sucks, tho.",negative,0
7e4ed52c4a,hate fighting ,Hate fighting,negative,0
5069ae7a15," i watched that too!!! i did not want her to win, but she put up a good fight..laughing out loud ","I watched that too!!! I didnt want her to win, but she put up a good fight..lol",neutral,1
48cdcd5f28,car-warmed sprite tastes like sore throat ,Car-warmed Sprite tastes like sore throat,negative,0
1b1b02af59,just came 11the in cross country and beat dumbo ,Just came 11th in cross country and beat dumbo,neutral,1
ae71041e21,candle wax is very enjoyable. ,enjoyable.,positive,2
11c10e3fc5," she`s unassuming and unpretentious. she`s just, as. i suppose that`s why she`s so endearing--because we can relate to her ",endearing-,positive,2
19526ac03e,tomorrow valeria`s lunch!!! going to get my hair done but i am arriving late   got my cousins baptize or whatever you spell it ,tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,neutral,1
960bbdc0c3, morning tweets!!  week three of my workout. did i mention i got my new glasses yesterday?!? ,goooooddd morning tweets!!,positive,2
fd285fe74a, me too. i hate my computer so much.. ,hate,negative,0
a5a1c996c0, fine! going to do my big walk today 20 or so miles ,fine!,positive,2
20ec7c7c32,i want red cruisers!!  i don`t like the other ones. laugh my fucking ass off! ,i don`t like the other ones.,negative,0
b948984e8d,... ? it in the morning ,Mmmmmmmm... ? it in the morning,neutral,1
6824c44c21, me neither ,me neither,neutral,1
02d140362f,"has about 10 hours work to do, on a sunday. boo. i will find time for a two hour  though. yeah ","Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",neutral,1
5f93cc70ff,bugger. forgot i still have washing in my machine ,Bugger. forgot I still have washing in my machine,negative,0
4e6a5c0034,"_laurie sending love, blessings & healing thoughts to you & family  peace ","sending love, blessings & healing thoughts to you & family  peace",positive,2
e4e9b8713a,my back hurts...really bad ,.really bad,negative,0
08975f62a8," ah yes, i know that feeling ","ah yes, I know that feeling",neutral,1
4a1ce7dc3b,night of the cookers with my dad ,Night of the cookers with my dad,neutral,1
328a0e76bd,my modem has been offline for a week now... god bless the 3g network. tim just left... again!! may schedule has been brutal ,brutal,negative,0
abbd0db2a5, nope i am in  ,Nope I am in Coquitlam,neutral,1
940eb93dd5, had parent teacher thing yesterday!! so boring going to sky on saturday!!  laughing out loud ,boring,negative,0
c78bf59e67,  # #tweet sounds like fun  hope to see you and everyone else there! ,p sounds like fun,positive,2
e73425ffdc,big booming thunder storm almost here.  maybe we can all go home early???  ah... probably not. ,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral,1
e56eeb4968,few berries 2day in two..great on a day off!! ,great,positive,2
7162d447ab,first night in myers. just not the same without lydia!  but i`m actually excited about this summer! ,excited,positive,2
f3d95b57b1, good morning ,good morning,positive,2
5e4eac2b2e, its the best show ever! ,its the best show EVER!,positive,2
bc02870b7d,url in previous post (to timer job) should be  http://bit.ly/a4fdb . i`d removed space which messed up url.  ^es ,messed,negative,0
80e45e833f,i think iv hurt my tooth  and finish and cassie are having a drawing competition to draw cookies and pineapples haha :l . ,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,neutral,1
f29df52d91, i want to know when the auditions are manner! text or...reply please! ,I want to know when the auditions are Mander! Text or...reply please!,neutral,1
079e4e3472,or even nooooo not the secret  please ,NOT THE SECRET NAMEREBECCA PLEASE,negative,0
557e676fe4, i miss my nice  can`t wait to see her bad n grown ****! laughing out loud ,miss,negative,0
8d09044937,i need to get my computer fixed ,i need to get my computer fixed,neutral,1
9d3a1e0269,really hopes her car`s illness is not terminal... ,illness,negative,0
7ff2dbbe25,"all the cool people i want to find for following today are #english, and i guess the english don`t tweet. ","All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",neutral,1
5a254fbb98, no sir...i would have put honey...but i don`t have any ,no sir...i woulda put honey...but i don`t have any,neutral,1
417176c08e,who watched x-men origins: wolverine? i totally loved it! haha ,i totally loved it!,positive,2
2bf5c7dba7, i voted!!! do you have a personal myspace? i keep talking to fakes   i <3 you. you helped me thou the hardest time of my life! (: x ,i <3 you. u helped me thru the hrdest time of my life!,positive,2
8407ac30b0, i`m sad that i missed you guys last night! ,sad,negative,0
6ed347b1a5,finally got a call for marriage counseling 3 days late.... ,Finally got a call for marriage counseling 3 days late....,neutral,1
97625460cf, ok then ,ok then,neutral,1
32e4ffe225,_420 why baby? ,why baby?,neutral,1
24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats ,sick!,negative,0
82b75647fd,we`re having an impromptu pool party... except i don`t know how to swim so i can`t get in ,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,neutral,1
a0a306868a,lost my tooth 2day whilst i was eating gum...oww ,oww,negative,0
9b11b686ec,happy 1 year! <3 ,happy 1 year! <3,positive,2
7e7bc11e45,"oh, i hella forgot to say my official good morning  like to hear it? here it go!   ! laughing out loud ",Goooooooooooood Morrrrrrrrning,positive,2
28dbada620, *phew*  will make a note in case anyone else runs into the same issue¿½ ,*phew*  Will make a note in case anyone else runs into the same issueï¿½,neutral,1
3e880ec28d,  what about me ??  i vote every day for you !!!!! ,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,negative,0
38271074d1,i`m starving!! this diet is killing me but i can`t eat after 8am ,This diet is killing me,negative,0
ef12a3d183, i talk to you ,i talk to you,neutral,1
f0db54f5bf,i am soo bored...i am deaf missing my music channels ,bored..,negative,0
e651d415c6, nite nite birthday girl  have fun at concert ,e fun,positive,2
931a866d3f,"had nicotine replacement patch on for 4 hours. so far, so good, but i did sleep for most of those 4 hours. getting a bit twitchy now ","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral,1
7a718b23ef,_anderson what`s with twitter lately?  either i can`t get on or the replies don`t turn up! ,What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,neutral,1
a6fccce9db,should be sleeping.  lost my voice a couple day ago. ,lost my voice,negative,0
c017d0c221,http://twitpic.com/66xlm  -  hate when my parked car gets hit ,hate,negative,0
287755c5dd, i`ve heard this fall. i`m waiting too! ,I`ve heard this fall. I`m waiting too!,neutral,1
58c435d2cf, more nightmares?  *muggles* ,more nightmares?  *huggles*,neutral,1
e6ee6826df,i am such a creeper  i feel disappointed because of it. **** my  skills   the internet = no more privacy. ,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy,negative,0
01b2476dd7,going to bed its late and i have headache ,headache,negative,0
e02cf4af4c,happy mother`s day to all moms out there... ,happy,positive,2
2dc0dc0d5d,grabbing coffee from  then making mom breakfast ,Grabbing coffee from  then making mom breakfast,neutral,1
1b13ed8b4b,i am thinking that i am going to have fun tonight....and maybe some changes are coming ,going to have fun,positive,2
b6b35af246, thanks. before the major chop. ,thanks. before the major chop.,neutral,1
375e74d063," haha i know, i cannot handle the fame!  and thank you! ",d thank you!,positive,2
4700be3234,just got up and updated my ipod ,just got up and updated my ipod,neutral,1
e5c6a6bb5a, yes! sober hahaha tangling tapas dude! haha wild. i don`t knowwho  plan plan  before you go to us! ,HAHAHA,positive,2
4f84bea1cc, we never miss icarly - my son has a huge crush on miranda ,crush,positive,2
4c73ad2888,saw james camille in the store today. his head is really that bald ,Saw James carville in the store today. His head is really that bald,neutral,1
2dcd8766a8,yellow for   ?  http://blip.fm/~5z05g ,yellow for   ? http://blip.fm/~5z05g,neutral,1
234093bef1, which means you`re just going to have to come back to vancouver and have it our way! haha ,which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral,1
ca832cad51,feeling smooth like chrome ,Feeling smooth,positive,2
a8734230b6,ew traffic ,Ew traffic,negative,0
0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs laughing out loud ","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral,1
e70d294d95,@_ra_ra_ your not alone...i need coffee too. ,your not alone...i need coffee too.,neutral,1
f84b89a828, sounds like me ,Sounds like me,neutral,1
ee37bea884,bad day  the day you realize what mess you`ve put me through will be one of the happiest days of my life... ,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral,1
242d92151a,walking to class. i hate not having a bike....especially mine. ,I hate not having a bike..,negative,0
f3a77c2b5e,_smith ,_nesmith,neutral,1
1d6411e9dd,"failed inspection. did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold ? this is worse than taxes. ",This is worse than taxes.,negative,0
151c10cc39,"jonas brothers - live to party.                it`s rocking so hard     i love the song, ",JONAS BROTHERS - Live to party.                It`s rocking so hard,positive,2
7b1927e748,happy mother`s day to all the mothers in the world. ,happy,positive,2
9a6f4d05d5,"35mins through the 1he 20mins google wave demo, that looks a lot of fun, would love to test it though.   http://bit.ly/wnmsc ",would love to test it though.,positive,2
0cb4504f2c,sleepy tabs is heading to bed.  fun night! listened through the next episode of joss`d! ,Fun night!,positive,2
ae21c1ac38,the exception for a short dude: parent finest tate yum ,The exception for a short dude: Larenz fineass Tate yum,neutral,1
8f3e73cf09,"screw the reviews, i thought wolverine was awesome. but not enough dominic jonathan for my liking. ",I thought Wolverine was awesome.,positive,2
c7489a23fa,"if you followed us recently, please do not be offended that we haven`t followed back. we hit our limit.   hopefully we will be free soon. ",Hopefully,positive,2
148ac38bea, yes i work 6 to 3... ,Yes i work 6 to 3...,neutral,1
641555ac70," ummm, maybe that`s what they meant. they eluded to something brand new but you know how the media is ","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral,1
4bda359cbb,done at the spa   now meeting vic for some late lunch! ,Done at the spa   now meeting vic for some late lunch!,neutral,1
ed084a1fa7,happy monday  up and about going to savages today. hope everyone has a blessed day! ,Happy,positive,2
1af124bc1c, always have wanted to go to oz ,Always have wanted to go to Oz,neutral,1
e98226e842, thank you ,Thx,neutral,1
85ec413e54,  http://twitpic.com/4jaz5  - cool... love it ,luv,positive,2
7df7221145,  that`s why i need to be there...to represent the blackberries ,that`s why I need to be there,positive,2
0ab8f9c4bc,okay so i`m dedicating my 300the tweet to the fact that i`m going to the apple store because there is a huge crack on the glass screen! ,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral,1
06cad97de6, if only we could ever actually be allowed to stay here and do that ,If only we could ever actually be allowed to stay here and do that,neutral,1
37f6bd5ac5, let me know how that turns out!! ,Let me know how that turns out!!,neutral,1
9bef0d7135, was that sass i detect?  as long as it isn`t back sass! haha ,was that sass I detect?  As long as it isn`t back sass! Haha,neutral,1
7436ec1a2c," yeah i was thinking about that ,haha ",",ahaha",positive,2
cf10e9309a, sports bar  rest oh 26498457 all sports bar adhere w 26733333 do not know whether that helps. google ki jai ho ,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral,1
ce69e99e71,i`m not sleeping at all until  accepts my apology ,I`m not sleeping at all un,negative,0
6402e14398,"wolverine was boss! seriously, and will.i.am was in it, what the **** ?? ","Seriously,",negative,0
914c40995f," i live for pain, bring it on ","I live for pain, bring it on",neutral,1
258f37341e,"okay, i`m out for a while  back later! ","okay, i`m out for a while  back later!",neutral,1
77ba0fee75,  # what is this  challenge you keep talking about?  i`m a newbie follower ,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral,1
96a4ce0d47,almost died. laptop screen was set to 100% brightness after i reinstalled windows vista. got a headache now  # ,died.,positive,2
5bcc50c275,waiting for tish to get off. got to drive my moms cry to pick her up all my myself and duckie. first time ,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,1
c5645758be,"trying to decide on a movie with the friends.. not going to well! laughing out loud :p  no bible study 2nite, which means ****-day cake  buy my own?? ",not going to well!,negative,0
7e3c091fc2,going to shower because i don`t want to smell at school tomorrow ,going to shower because i don`t want to smell at school tomorrow,neutral,1
869bb56451, sigh... you know i am... ,Sigh... you know I am...,neutral,1
09ad12cc5c,"discovered because of a bug in the new # 4 build. publishing bug fix now, hopefully new beta by tomorrow ",hopefully,positive,2
